country	group	value	ranking	name
ZAF	Control Movement Abilities	0.2068046	5	Building trades workers (excl. electricians)
AUT	Control Precision	0.3843072	1	Drivers & mobile plant operators
BEL	Control Precision	0.3672105	1	Metal & machinery trades workers
BGR	Control Precision	0.3581719	1	"Skilled agricultural, forestry & fishery workers"
CHE	Control Precision	0.3843072	1	Drivers & mobile plant operators
CYP	Control Precision	0.3843072	1	Drivers & mobile plant operators
CZE	Control Precision	0.3843072	1	Drivers & mobile plant operators
DEU	Control Precision	0.3843072	1	Drivers & mobile plant operators
DNK	Control Precision	0.3843072	1	Drivers & mobile plant operators
EST	Control Precision	0.3843072	1	Drivers & mobile plant operators
GRC	Control Precision	0.3581719	1	"Skilled agricultural, forestry & fishery workers"
ESP	Control Precision	0.3581719	1	"Skilled agricultural, forestry & fishery workers"
FIN	Control Precision	0.3843072	1	Drivers & mobile plant operators
FRA	Control Precision	0.3672105	1	Metal & machinery trades workers
HUN	Control Precision	0.3581719	1	"Skilled agricultural, forestry & fishery workers"
IRL	Control Precision	0.3843072	1	Drivers & mobile plant operators
ISL	Control Precision	0.3843072	1	Drivers & mobile plant operators
ITA	Control Precision	0.2995797	1	Handicraft & printing workers
LTU	Control Precision	0.3843072	1	Drivers & mobile plant operators
LUX	Control Precision	0.3843072	1	Drivers & mobile plant operators
LVA	Control Precision	0.3581719	1	"Skilled agricultural, forestry & fishery workers"
NLD	Control Precision	0.3843072	1	Drivers & mobile plant operators
NOR	Control Precision	0.3843072	1	Drivers & mobile plant operators
POL	Control Precision	0.3843072	1	Drivers & mobile plant operators
PRT	Control Precision	0.3843072	1	Drivers & mobile plant operators
ROU	Control Precision	0.3581719	1	"Skilled agricultural, forestry & fishery workers"
SWE	Control Precision	0.3843072	1	Drivers & mobile plant operators
SVN	Control Precision	0.3843072	1	Drivers & mobile plant operators
SVK	Control Precision	0.3843072	1	Drivers & mobile plant operators
GBR	Control Precision	0.3581719	1	"Skilled agricultural, forestry & fishery workers"
ZAF	Control Precision	0.3843072	1	Drivers & mobile plant operators
AUT	Control Precision	0.3581719	2	"Skilled agricultural, forestry & fishery workers"
AUT	Control Precision	0.2851023	3	Labourers
AUT	Control Precision	0.282052	4	Assemblers
AUT	Control Precision	0.2817252	5	Electrical & electronic trades workers
BEL	Control Precision	0.2995797	2	Handicraft & printing workers
BEL	Control Precision	0.2851023	3	Labourers
BEL	Control Precision	0.282052	4	Assemblers
BEL	Control Precision	0.278565	5	Food processing & craft trades workers
BGR	Control Precision	0.3365801	2	Stationary plant & machine operators
BGR	Control Precision	0.2995797	3	Handicraft & printing workers
BGR	Control Precision	0.2851023	4	Labourers
BGR	Control Precision	0.2817252	5	Electrical & electronic trades workers
CHE	Control Precision	0.3672105	2	Metal & machinery trades workers
CHE	Control Precision	0.3365801	3	Stationary plant & machine operators
CHE	Control Precision	0.2851023	4	Labourers
CHE	Control Precision	0.2659551	5	Building trades workers (excl. electricians)
CYP	Control Precision	0.3672105	2	Metal & machinery trades workers
CYP	Control Precision	0.3365801	3	Stationary plant & machine operators
CYP	Control Precision	0.2851023	4	Labourers
CYP	Control Precision	0.2817252	5	Electrical & electronic trades workers
CZE	Control Precision	0.3581719	2	"Skilled agricultural, forestry & fishery workers"
CZE	Control Precision	0.3365801	3	Stationary plant & machine operators
CZE	Control Precision	0.2851023	4	Labourers
CZE	Control Precision	0.282052	5	Assemblers
DEU	Control Precision	0.3581719	2	"Skilled agricultural, forestry & fishery workers"
DEU	Control Precision	0.3365801	3	Stationary plant & machine operators
DEU	Control Precision	0.2995797	4	Handicraft & printing workers
DEU	Control Precision	0.2851023	5	Labourers
DNK	Control Precision	0.3672105	2	Metal & machinery trades workers
DNK	Control Precision	0.2995797	3	Handicraft & printing workers
DNK	Control Precision	0.2851023	4	Labourers
DNK	Control Precision	0.282052	5	Assemblers
EST	Control Precision	0.3581719	2	"Skilled agricultural, forestry & fishery workers"
EST	Control Precision	0.2851023	3	Labourers
EST	Control Precision	0.282052	4	Assemblers
EST	Control Precision	0.278565	5	Food processing & craft trades workers
GRC	Control Precision	0.2995797	2	Handicraft & printing workers
GRC	Control Precision	0.282052	3	Assemblers
GRC	Control Precision	0.278565	4	Food processing & craft trades workers
GRC	Control Precision	0.2264596	5	Street sales and service & refuse workers
ESP	Control Precision	0.3365801	2	Stationary plant & machine operators
ESP	Control Precision	0.2995797	3	Handicraft & printing workers
ESP	Control Precision	0.2851023	4	Labourers
ESP	Control Precision	0.2659551	5	Building trades workers (excl. electricians)
FIN	Control Precision	0.3672105	2	Metal & machinery trades workers
FIN	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
FIN	Control Precision	0.3365801	4	Stationary plant & machine operators
FIN	Control Precision	0.2851023	5	Labourers
FRA	Control Precision	0.3581719	2	"Skilled agricultural, forestry & fishery workers"
FRA	Control Precision	0.2995797	3	Handicraft & printing workers
FRA	Control Precision	0.282052	4	Assemblers
FRA	Control Precision	0.2817252	5	Electrical & electronic trades workers
HUN	Control Precision	0.3365801	2	Stationary plant & machine operators
HUN	Control Precision	0.2995797	3	Handicraft & printing workers
HUN	Control Precision	0.2851023	4	Labourers
HUN	Control Precision	0.282052	5	Assemblers
IRL	Control Precision	0.3365801	2	Stationary plant & machine operators
IRL	Control Precision	0.2995797	3	Handicraft & printing workers
IRL	Control Precision	0.2851023	4	Labourers
IRL	Control Precision	0.282052	5	Assemblers
ISL	Control Precision	0.3581719	2	"Skilled agricultural, forestry & fishery workers"
ISL	Control Precision	0.3365801	3	Stationary plant & machine operators
ISL	Control Precision	0.2995797	4	Handicraft & printing workers
ISL	Control Precision	0.2851023	5	Labourers
ITA	Control Precision	0.2851023	2	Labourers
ITA	Control Precision	0.2817252	3	Electrical & electronic trades workers
ITA	Control Precision	0.2659551	4	Building trades workers (excl. electricians)
ITA	Control Precision	0.2264596	5	Street sales and service & refuse workers
LTU	Control Precision	0.3672105	2	Metal & machinery trades workers
LTU	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
LTU	Control Precision	0.3365801	4	Stationary plant & machine operators
LTU	Control Precision	0.278565	5	Food processing & craft trades workers
LUX	Control Precision	0.3672105	2	Metal & machinery trades workers
LUX	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
LUX	Control Precision	0.3365801	4	Stationary plant & machine operators
LUX	Control Precision	0.2851023	5	Labourers
LVA	Control Precision	0.3365801	2	Stationary plant & machine operators
LVA	Control Precision	0.2851023	3	Labourers
LVA	Control Precision	0.278565	4	Food processing & craft trades workers
LVA	Control Precision	0.2659551	5	Building trades workers (excl. electricians)
NLD	Control Precision	0.3672105	2	Metal & machinery trades workers
NLD	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
NLD	Control Precision	0.3365801	4	Stationary plant & machine operators
NLD	Control Precision	0.2995797	5	Handicraft & printing workers
NOR	Control Precision	0.3581719	2	"Skilled agricultural, forestry & fishery workers"
NOR	Control Precision	0.3365801	3	Stationary plant & machine operators
NOR	Control Precision	0.2995797	4	Handicraft & printing workers
NOR	Control Precision	0.2817252	5	Electrical & electronic trades workers
POL	Control Precision	0.3672105	2	Metal & machinery trades workers
POL	Control Precision	0.3365801	3	Stationary plant & machine operators
POL	Control Precision	0.2851023	4	Labourers
POL	Control Precision	0.278565	5	Food processing & craft trades workers
PRT	Control Precision	0.3672105	2	Metal & machinery trades workers
PRT	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
PRT	Control Precision	0.2995797	4	Handicraft & printing workers
PRT	Control Precision	0.2817252	5	Electrical & electronic trades workers
ROU	Control Precision	0.2851023	2	Labourers
ROU	Control Precision	0.282052	3	Assemblers
ROU	Control Precision	0.2659551	4	Building trades workers (excl. electricians)
ROU	Control Precision	0.2496461	5	Science & engineering associate professionals
SWE	Control Precision	0.3672105	2	Metal & machinery trades workers
SWE	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
SWE	Control Precision	0.2995797	4	Handicraft & printing workers
SWE	Control Precision	0.2851023	5	Labourers
SVN	Control Precision	0.3672105	2	Metal & machinery trades workers
SVN	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
SVN	Control Precision	0.3365801	4	Stationary plant & machine operators
SVN	Control Precision	0.2995797	5	Handicraft & printing workers
SVK	Control Precision	0.3672105	2	Metal & machinery trades workers
SVK	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
SVK	Control Precision	0.2995797	4	Handicraft & printing workers
SVK	Control Precision	0.2817252	5	Electrical & electronic trades workers
GBR	Control Precision	0.3365801	2	Stationary plant & machine operators
GBR	Control Precision	0.2995797	3	Handicraft & printing workers
GBR	Control Precision	0.2851023	4	Labourers
GBR	Control Precision	0.282052	5	Assemblers
ZAF	Control Precision	0.3672105	2	Metal & machinery trades workers
ZAF	Control Precision	0.3581719	3	"Skilled agricultural, forestry & fishery workers"
ZAF	Control Precision	0.2995797	4	Handicraft & printing workers
ZAF	Control Precision	0.2817252	5	Electrical & electronic trades workers
AUT	Coordination	0.4298721	1	Managers
BEL	Coordination	0.3821045	1	Health professionals
BGR	Coordination	0.4298721	1	Managers
CHE	Coordination	0.3535314	1	Teaching professionals
CYP	Coordination	0.4298721	1	Managers
CZE	Coordination	0.4298721	1	Managers
DEU	Coordination	0.4298721	1	Managers
DNK	Coordination	0.4298721	1	Managers
EST	Coordination	0.4298721	1	Managers
GRC	Coordination	0.3821045	1	Health professionals
ESP	Coordination	0.3821045	1	Health professionals
FIN	Coordination	0.4298721	1	Managers
FRA	Coordination	0.4298721	1	Managers
HUN	Coordination	0.3821045	1	Health professionals
IRL	Coordination	0.4298721	1	Managers
ISL	Coordination	0.4298721	1	Managers
ITA	Coordination	0.3821045	1	Health professionals
LTU	Coordination	0.3535314	1	Teaching professionals
LUX	Coordination	0.4298721	1	Managers
LVA	Coordination	0.4298721	1	Managers
NLD	Coordination	0.4298721	1	Managers
NOR	Coordination	0.4298721	1	Managers
POL	Coordination	0.4298721	1	Managers
PRT	Coordination	0.3821045	1	Health professionals
ROU	Coordination	0.4298721	1	Managers
SWE	Coordination	0.4298721	1	Managers
SVN	Coordination	0.4298721	1	Managers
SVK	Coordination	0.4298721	1	Managers
GBR	Coordination	0.4298721	1	Managers
ZAF	Coordination	0.4298721	1	Managers
AUT	Coordination	0.3821045	2	Health professionals
AUT	Coordination	0.3535314	3	Teaching professionals
AUT	Coordination	0.3526582	4	Health associate professionals
AUT	Coordination	0.337722	5	"Legal, social & cultural associate professionals"
BEL	Coordination	0.3535314	2	Teaching professionals
BEL	Coordination	0.3526582	3	Health associate professionals
BEL	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
BEL	Coordination	0.3309844	5	"Legal, social & cultural professionals"
BGR	Coordination	0.3821045	2	Health professionals
BGR	Coordination	0.3535314	3	Teaching professionals
BGR	Coordination	0.3526582	4	Health associate professionals
BGR	Coordination	0.337722	5	"Legal, social & cultural associate professionals"
CHE	Coordination	0.3526582	2	Health associate professionals
CHE	Coordination	0.337722	3	"Legal, social & cultural associate professionals"
CHE	Coordination	0.3309844	4	"Legal, social & cultural professionals"
CHE	Coordination	0.3287156	5	Science & engineering professionals
CYP	Coordination	0.3526582	2	Health associate professionals
CYP	Coordination	0.337722	3	"Legal, social & cultural associate professionals"
CYP	Coordination	0.3176658	4	Science & engineering associate professionals
CYP	Coordination	0.2957145	5	Building trades workers (excl. electricians)
CZE	Coordination	0.3821045	2	Health professionals
CZE	Coordination	0.3526582	3	Health associate professionals
CZE	Coordination	0.3176658	4	Science & engineering associate professionals
CZE	Coordination	0.314797	5	Business & admin professionals
DEU	Coordination	0.3821045	2	Health professionals
DEU	Coordination	0.3535314	3	Teaching professionals
DEU	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
DEU	Coordination	0.3309844	5	"Legal, social & cultural professionals"
DNK	Coordination	0.3821045	2	Health professionals
DNK	Coordination	0.3535314	3	Teaching professionals
DNK	Coordination	0.3309844	4	"Legal, social & cultural professionals"
DNK	Coordination	0.3287156	5	Science & engineering professionals
EST	Coordination	0.3821045	2	Health professionals
EST	Coordination	0.3535314	3	Teaching professionals
EST	Coordination	0.3526582	4	Health associate professionals
EST	Coordination	0.337722	5	"Legal, social & cultural associate professionals"
GRC	Coordination	0.3535314	2	Teaching professionals
GRC	Coordination	0.3526582	3	Health associate professionals
GRC	Coordination	0.3309844	4	"Legal, social & cultural professionals"
GRC	Coordination	0.3287156	5	Science & engineering professionals
ESP	Coordination	0.3535314	2	Teaching professionals
ESP	Coordination	0.3526582	3	Health associate professionals
ESP	Coordination	0.3287156	4	Science & engineering professionals
ESP	Coordination	0.3155179	5	Protective services workers
FIN	Coordination	0.3821045	2	Health professionals
FIN	Coordination	0.3535314	3	Teaching professionals
FIN	Coordination	0.3526582	4	Health associate professionals
FIN	Coordination	0.3309844	5	"Legal, social & cultural professionals"
FRA	Coordination	0.3535314	2	Teaching professionals
FRA	Coordination	0.3526582	3	Health associate professionals
FRA	Coordination	0.3287156	4	Science & engineering professionals
FRA	Coordination	0.3176658	5	Science & engineering associate professionals
HUN	Coordination	0.3535314	2	Teaching professionals
HUN	Coordination	0.3526582	3	Health associate professionals
HUN	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
HUN	Coordination	0.3309844	5	"Legal, social & cultural professionals"
IRL	Coordination	0.3821045	2	Health professionals
IRL	Coordination	0.3535314	3	Teaching professionals
IRL	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
IRL	Coordination	0.3309844	5	"Legal, social & cultural professionals"
ISL	Coordination	0.3821045	2	Health professionals
ISL	Coordination	0.3535314	3	Teaching professionals
ISL	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
ISL	Coordination	0.3309844	5	"Legal, social & cultural professionals"
ITA	Coordination	0.3535314	2	Teaching professionals
ITA	Coordination	0.3309844	3	"Legal, social & cultural professionals"
ITA	Coordination	0.3287156	4	Science & engineering professionals
ITA	Coordination	0.3176658	5	Science & engineering associate professionals
LTU	Coordination	0.3526582	2	Health associate professionals
LTU	Coordination	0.3287156	3	Science & engineering professionals
LTU	Coordination	0.3176658	4	Science & engineering associate professionals
LTU	Coordination	0.3155179	5	Protective services workers
LUX	Coordination	0.3821045	2	Health professionals
LUX	Coordination	0.3535314	3	Teaching professionals
LUX	Coordination	0.3526582	4	Health associate professionals
LUX	Coordination	0.3287156	5	Science & engineering professionals
LVA	Coordination	0.3821045	2	Health professionals
LVA	Coordination	0.3535314	3	Teaching professionals
LVA	Coordination	0.3526582	4	Health associate professionals
LVA	Coordination	0.3309844	5	"Legal, social & cultural professionals"
NLD	Coordination	0.3821045	2	Health professionals
NLD	Coordination	0.3535314	3	Teaching professionals
NLD	Coordination	0.3526582	4	Health associate professionals
NLD	Coordination	0.3309844	5	"Legal, social & cultural professionals"
NOR	Coordination	0.3535314	2	Teaching professionals
NOR	Coordination	0.337722	3	"Legal, social & cultural associate professionals"
NOR	Coordination	0.3309844	4	"Legal, social & cultural professionals"
NOR	Coordination	0.3287156	5	Science & engineering professionals
POL	Coordination	0.3535314	2	Teaching professionals
POL	Coordination	0.3526582	3	Health associate professionals
POL	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
POL	Coordination	0.3309844	5	"Legal, social & cultural professionals"
PRT	Coordination	0.3535314	2	Teaching professionals
PRT	Coordination	0.3526582	3	Health associate professionals
PRT	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
PRT	Coordination	0.3309844	5	"Legal, social & cultural professionals"
ROU	Coordination	0.3535314	2	Teaching professionals
ROU	Coordination	0.3526582	3	Health associate professionals
ROU	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
ROU	Coordination	0.3309844	5	"Legal, social & cultural professionals"
SWE	Coordination	0.3821045	2	Health professionals
SWE	Coordination	0.3535314	3	Teaching professionals
SWE	Coordination	0.3526582	4	Health associate professionals
SWE	Coordination	0.314797	5	Business & admin professionals
SVN	Coordination	0.3535314	2	Teaching professionals
SVN	Coordination	0.337722	3	"Legal, social & cultural associate professionals"
SVN	Coordination	0.3309844	4	"Legal, social & cultural professionals"
SVN	Coordination	0.3155179	5	Protective services workers
SVK	Coordination	0.3821045	2	Health professionals
SVK	Coordination	0.3526582	3	Health associate professionals
SVK	Coordination	0.337722	4	"Legal, social & cultural associate professionals"
SVK	Coordination	0.3287156	5	Science & engineering professionals
GBR	Coordination	0.3821045	2	Health professionals
GBR	Coordination	0.3535314	3	Teaching professionals
GBR	Coordination	0.2972223	4	Business & admin associate professionals
GBR	Coordination	0.295247	5	ICT professionals
ZAF	Coordination	0.3821045	2	Health professionals
ZAF	Coordination	0.3535314	3	Teaching professionals
ZAF	Coordination	0.3309844	4	"Legal, social & cultural professionals"
ZAF	Coordination	0.3176658	5	Science & engineering associate professionals
AUT	Critical Thinking	0.4879555	1	Health professionals
BEL	Critical Thinking	0.4879555	1	Health professionals
BGR	Critical Thinking	0.4879555	1	Health professionals
CHE	Critical Thinking	0.4737009	1	Science & engineering professionals
CYP	Critical Thinking	0.4879555	1	Health professionals
CZE	Critical Thinking	0.4879555	1	Health professionals
DEU	Critical Thinking	0.4879555	1	Health professionals
DNK	Critical Thinking	0.4879555	1	Health professionals
EST	Critical Thinking	0.4879555	1	Health professionals
GRC	Critical Thinking	0.4879555	1	Health professionals
ESP	Critical Thinking	0.4879555	1	Health professionals
FIN	Critical Thinking	0.4879555	1	Health professionals
FRA	Critical Thinking	0.4737009	1	Science & engineering professionals
HUN	Critical Thinking	0.4879555	1	Health professionals
IRL	Critical Thinking	0.4879555	1	Health professionals
ISL	Critical Thinking	0.4879555	1	Health professionals
ITA	Critical Thinking	0.4879555	1	Health professionals
LTU	Critical Thinking	0.4879555	1	Health professionals
LUX	Critical Thinking	0.4879555	1	Health professionals
LVA	Critical Thinking	0.4879555	1	Health professionals
NLD	Critical Thinking	0.4879555	1	Health professionals
NOR	Critical Thinking	0.4737009	1	Science & engineering professionals
POL	Critical Thinking	0.4737009	1	Science & engineering professionals
PRT	Critical Thinking	0.4879555	1	Health professionals
ROU	Critical Thinking	0.4737009	1	Science & engineering professionals
SWE	Critical Thinking	0.4879555	1	Health professionals
SVN	Critical Thinking	0.4879555	1	Health professionals
SVK	Critical Thinking	0.4879555	1	Health professionals
GBR	Critical Thinking	0.4879555	1	Health professionals
ZAF	Critical Thinking	0.4879555	1	Health professionals
AUT	Critical Thinking	0.4737009	2	Science & engineering professionals
AUT	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
AUT	Critical Thinking	0.4554162	4	Managers
AUT	Critical Thinking	0.4311751	5	ICT professionals
BEL	Critical Thinking	0.4737009	2	Science & engineering professionals
BEL	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
BEL	Critical Thinking	0.4311751	4	ICT professionals
BEL	Critical Thinking	0.3965352	5	Teaching professionals
BGR	Critical Thinking	0.4737009	2	Science & engineering professionals
BGR	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
BGR	Critical Thinking	0.4554162	4	Managers
BGR	Critical Thinking	0.4311751	5	ICT professionals
CHE	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
CHE	Critical Thinking	0.3965352	3	Teaching professionals
CHE	Critical Thinking	0.3955611	4	Health associate professionals
CHE	Critical Thinking	0.3768707	5	ICT technicians
CYP	Critical Thinking	0.4737009	2	Science & engineering professionals
CYP	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
CYP	Critical Thinking	0.4311751	4	ICT professionals
CYP	Critical Thinking	0.4295824	5	Business & admin professionals
CZE	Critical Thinking	0.4554162	2	Managers
CZE	Critical Thinking	0.4311751	3	ICT professionals
CZE	Critical Thinking	0.4295824	4	Business & admin professionals
CZE	Critical Thinking	0.3955611	5	Health associate professionals
DEU	Critical Thinking	0.4737009	2	Science & engineering professionals
DEU	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
DEU	Critical Thinking	0.4554162	4	Managers
DEU	Critical Thinking	0.4311751	5	ICT professionals
DNK	Critical Thinking	0.4737009	2	Science & engineering professionals
DNK	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
DNK	Critical Thinking	0.4554162	4	Managers
DNK	Critical Thinking	0.3965352	5	Teaching professionals
EST	Critical Thinking	0.4737009	2	Science & engineering professionals
EST	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
EST	Critical Thinking	0.4554162	4	Managers
EST	Critical Thinking	0.4295824	5	Business & admin professionals
GRC	Critical Thinking	0.4737009	2	Science & engineering professionals
GRC	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
GRC	Critical Thinking	0.4311751	4	ICT professionals
GRC	Critical Thinking	0.4295824	5	Business & admin professionals
ESP	Critical Thinking	0.4737009	2	Science & engineering professionals
ESP	Critical Thinking	0.4311751	3	ICT professionals
ESP	Critical Thinking	0.4295824	4	Business & admin professionals
ESP	Critical Thinking	0.3965352	5	Teaching professionals
FIN	Critical Thinking	0.4737009	2	Science & engineering professionals
FIN	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
FIN	Critical Thinking	0.4554162	4	Managers
FIN	Critical Thinking	0.4311751	5	ICT professionals
FRA	Critical Thinking	0.4554162	2	Managers
FRA	Critical Thinking	0.4311751	3	ICT professionals
FRA	Critical Thinking	0.3965352	4	Teaching professionals
FRA	Critical Thinking	0.3955611	5	Health associate professionals
HUN	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
HUN	Critical Thinking	0.3965352	3	Teaching professionals
HUN	Critical Thinking	0.3955611	4	Health associate professionals
HUN	Critical Thinking	0.3853005	5	Business & admin associate professionals
IRL	Critical Thinking	0.4737009	2	Science & engineering professionals
IRL	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
IRL	Critical Thinking	0.4554162	4	Managers
IRL	Critical Thinking	0.4311751	5	ICT professionals
ISL	Critical Thinking	0.4737009	2	Science & engineering professionals
ISL	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
ISL	Critical Thinking	0.4554162	4	Managers
ISL	Critical Thinking	0.4311751	5	ICT professionals
ITA	Critical Thinking	0.4737009	2	Science & engineering professionals
ITA	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
ITA	Critical Thinking	0.4311751	4	ICT professionals
ITA	Critical Thinking	0.4295824	5	Business & admin professionals
LTU	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
LTU	Critical Thinking	0.4554162	3	Managers
LTU	Critical Thinking	0.4311751	4	ICT professionals
LTU	Critical Thinking	0.4295824	5	Business & admin professionals
LUX	Critical Thinking	0.4737009	2	Science & engineering professionals
LUX	Critical Thinking	0.4554162	3	Managers
LUX	Critical Thinking	0.4311751	4	ICT professionals
LUX	Critical Thinking	0.4295824	5	Business & admin professionals
LVA	Critical Thinking	0.4737009	2	Science & engineering professionals
LVA	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
LVA	Critical Thinking	0.4554162	4	Managers
LVA	Critical Thinking	0.4311751	5	ICT professionals
NLD	Critical Thinking	0.4737009	2	Science & engineering professionals
NLD	Critical Thinking	0.4615368	3	"Legal, social & cultural professionals"
NLD	Critical Thinking	0.4554162	4	Managers
NLD	Critical Thinking	0.4311751	5	ICT professionals
NOR	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
NOR	Critical Thinking	0.4554162	3	Managers
NOR	Critical Thinking	0.4311751	4	ICT professionals
NOR	Critical Thinking	0.4295824	5	Business & admin professionals
POL	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
POL	Critical Thinking	0.4554162	3	Managers
POL	Critical Thinking	0.4311751	4	ICT professionals
POL	Critical Thinking	0.4295824	5	Business & admin professionals
PRT	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
PRT	Critical Thinking	0.4311751	3	ICT professionals
PRT	Critical Thinking	0.4295824	4	Business & admin professionals
PRT	Critical Thinking	0.3965352	5	Teaching professionals
ROU	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
ROU	Critical Thinking	0.4554162	3	Managers
ROU	Critical Thinking	0.4311751	4	ICT professionals
ROU	Critical Thinking	0.4295824	5	Business & admin professionals
SWE	Critical Thinking	0.4554162	2	Managers
SWE	Critical Thinking	0.4311751	3	ICT professionals
SWE	Critical Thinking	0.4295824	4	Business & admin professionals
SWE	Critical Thinking	0.3965352	5	Teaching professionals
SVN	Critical Thinking	0.4737009	2	Science & engineering professionals
SVN	Critical Thinking	0.4311751	3	ICT professionals
SVN	Critical Thinking	0.3955611	4	Health associate professionals
SVN	Critical Thinking	0.3874008	5	Science & engineering associate professionals
SVK	Critical Thinking	0.4737009	2	Science & engineering professionals
SVK	Critical Thinking	0.4554162	3	Managers
SVK	Critical Thinking	0.4311751	4	ICT professionals
SVK	Critical Thinking	0.3955611	5	Health associate professionals
GBR	Critical Thinking	0.4554162	2	Managers
GBR	Critical Thinking	0.4311751	3	ICT professionals
GBR	Critical Thinking	0.3965352	4	Teaching professionals
GBR	Critical Thinking	0.3853005	5	Business & admin associate professionals
ZAF	Critical Thinking	0.4615368	2	"Legal, social & cultural professionals"
ZAF	Critical Thinking	0.4554162	3	Managers
ZAF	Critical Thinking	0.4311751	4	ICT professionals
ZAF	Critical Thinking	0.4295824	5	Business & admin professionals
AUT	Customer and Personal Service	0.6277941	1	Health associate professionals
BEL	Customer and Personal Service	0.6277941	1	Health associate professionals
BGR	Customer and Personal Service	0.6277941	1	Health associate professionals
CHE	Customer and Personal Service	0.6277941	1	Health associate professionals
CYP	Customer and Personal Service	0.6277941	1	Health associate professionals
CZE	Customer and Personal Service	0.6277941	1	Health associate professionals
DEU	Customer and Personal Service	0.6091657	1	Health professionals
DNK	Customer and Personal Service	0.6277941	1	Health associate professionals
EST	Customer and Personal Service	0.6277941	1	Health associate professionals
GRC	Customer and Personal Service	0.6277941	1	Health associate professionals
ESP	Customer and Personal Service	0.6277941	1	Health associate professionals
FIN	Customer and Personal Service	0.6277941	1	Health associate professionals
FRA	Customer and Personal Service	0.6277941	1	Health associate professionals
HUN	Customer and Personal Service	0.6277941	1	Health associate professionals
IRL	Customer and Personal Service	0.6091657	1	Health professionals
ISL	Customer and Personal Service	0.6091657	1	Health professionals
ITA	Customer and Personal Service	0.6277941	1	Health associate professionals
LTU	Customer and Personal Service	0.6277941	1	Health associate professionals
LUX	Customer and Personal Service	0.6277941	1	Health associate professionals
LVA	Customer and Personal Service	0.6277941	1	Health associate professionals
NLD	Customer and Personal Service	0.6277941	1	Health associate professionals
NOR	Customer and Personal Service	0.6277941	1	Health associate professionals
POL	Customer and Personal Service	0.6091657	1	Health professionals
PRT	Customer and Personal Service	0.6009434	1	Customer services clerks
ROU	Customer and Personal Service	0.6277941	1	Health associate professionals
SWE	Customer and Personal Service	0.6277941	1	Health associate professionals
SVN	Customer and Personal Service	0.6277941	1	Health associate professionals
SVK	Customer and Personal Service	0.6277941	1	Health associate professionals
GBR	Customer and Personal Service	0.6091657	1	Health professionals
ZAF	Customer and Personal Service	0.6277941	1	Health associate professionals
AUT	Customer and Personal Service	0.6091657	2	Health professionals
AUT	Customer and Personal Service	0.6009434	3	Customer services clerks
AUT	Customer and Personal Service	0.5216606	4	Managers
AUT	Customer and Personal Service	0.520188	5	"Legal, social & cultural associate professionals"
BEL	Customer and Personal Service	0.6091657	2	Health professionals
BEL	Customer and Personal Service	0.520188	3	"Legal, social & cultural associate professionals"
BEL	Customer and Personal Service	0.4982737	4	Business & admin associate professionals
BEL	Customer and Personal Service	0.4769015	5	ICT technicians
BGR	Customer and Personal Service	0.6091657	2	Health professionals
BGR	Customer and Personal Service	0.6009434	3	Customer services clerks
BGR	Customer and Personal Service	0.5597212	4	Sales workers
BGR	Customer and Personal Service	0.5216606	5	Managers
